,cstName,Email,City,Zip,PhoneNumber,Country,CreateDate,TransactionID,PurchaseDate,Name,Region,ZipCode_2,StreetAddress,ItemName,Description,Category,ItemPrice,LineItemAmount,Quantity,Amount,CCNumber,CardSecurityCode
149,Steven Martin,Steven-Martin131@comcast.net,Oregon City,36750,5096497502,Hong Kong,2018-01-16,98075-1592,2019-09-26,The Full Cart,Oregon,93455,5342 Ligula. Ave,green algae,,plants,2.0,8.0,4.0,8.0,5486571554782718,107
987,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,50596-3482,2020-06-06,Healthy Treats,WA,91222,8390 Integer St,coke,12 oz,beverage,1.25,5.0,4.0,92.0,5817216368387586,551
1022,Robert Payne,RobertPayne803@msn.com,Bend,42939,2131409181,Saint Barthélemy,2019-06-29,51919-9826,2020-07-14,Not Just Groceries,CA,97888,"1437 Sed, Av.",seeds,misc plant seeds,plants,15.0,45.0,3.0,371.8,5141584531588400,958
265,Chris Wolf,Chris-Wolf608@comcast.net,Medford,56826,5098814539,Greece,2018-12-21,23933-7366,2020-03-04,Wholesome,California,98182,4942 Ac Rd.,coke,24 oz,beverage,4.5,9.0,2.0,21.0,5666715204526475,680
59,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,46103-6238,2020-06-27,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,16 oz,beverage,2.95,8.850000000000003,3.0,58.05,5534814551877720,812
1008,David Collins,DavidCollins783@comcast.net,Tacoma,86714,2535239932,Syrian Arab Republic,2018-06-09,31016-4518,2019-11-17,The Corner Store,Washington,98000,8516 Amet St.,chips,generic chip,food,2.0,6.0,3.0,69.45,4638175110858876,477
172,Nicole Ferguson,Nicole-Ferguson415@msn.com,Seattle,82176,5101786771,Palau,2018-01-26,84402-5331,2019-03-03,Authentic Shoppe,OR,96587,5111 Penatibus Rd,water,6 oz,beverage,1.95,5.85,3.0,46.73,4714127802587286,996
731,Steven Martin,Steven-Martin131@comcast.net,Oregon City,36750,5096497502,Hong Kong,2018-01-16,24951-2473,2019-12-18,Authentic Shoppe,OR,96587,5111 Penatibus Rd,,,toiletries,10000.0,30000.0,3.0,30034.75,4061843686603158,997
793,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,87414-4894,2020-01-20,Not Just Groceries,CA,97888,"1437 Sed, Av.",coke,12 oz,beverage,1.25,2.5,2.0,246.72,5328714508352457,305
41,Michael Riley,MichaelkRiley979@comcast.net,San Jose,92741,7077017509,Somalia,2019-10-06,51172-2227,2020-05-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",water,6 oz,beverage,1.95,9.75,5.0,47.5,5380361137617433,366
1088,Nancy Colon,NancyColon980@aol.com,San Francisco,88212,4258071489,Holy See (Vatican City State),2018-06-21,84908-5751,2019-02-09,Yummy Store,WA,98001,9128 Egestas Avenue,coke,16 oz,beverage,2.95,2.95,1.0,2.95,5675033020376254,340
210,Kevin Payne,KevinuPayne297@comcast.net,Olympia,79534,2061846196,Malawi,2019-10-02,70823-7090,2019-10-11,Healthy Treats,WA,91222,8390 Integer St,water,24 oz,beverage,2.95,2.95,1.0,2.95,4311610537456774,448
586,Victor Lockhart,VictorLockhart171@hotmail.com,Sacramento,33066,4253105796,Bouvet Island,2017-02-10,68489-5693,2019-08-01,West Port Goods,WA,98788,"8052 Adipiscing, Street",cereal,12 oz bag,food,4.0,16.0,4.0,320.0,5146541327773838,175
649,Lindsey Romine,Lindsey_Romine668@comcast.net,Bellevue,45072,2067352345,Uruguay,2018-02-19,46509-5346,2020-07-16,Wholesome,California,98182,4942 Ac Rd.,water,24 oz,beverage,2.95,14.75,5.0,62.75,5325517306075453,768
231,Jennifer Rodriguez,JenniferhRodriguez773@yahoo.com,Medford,60665,2067233744,Martinique,2017-05-04,48020-6327,2019-09-20,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,75.0,5.0,75.0,4628681775544872,933
388,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,36126-1056,2019-06-19,Not Just Groceries,CA,97888,"1437 Sed, Av.",chips,generic chip,food,2.0,2.0,1.0,352.0,5137702203285432,110
404,Lise Holman,Lise-Holman14@aol.com,Oregon City,83716,4258179456,Georgia,2018-01-03,92836-1292,2019-04-04,The Full Cart,Oregon,93455,5342 Ligula. Ave,fern,has leaves,plants,25.0,75.0,3.0,249.5,4018110426118887,288
1173,Vivian Bredesen,VivianNBredesen225@msn.com,Los Angeles,35196,5107398767,Uzbekistan,2017-06-06,64203-3073,2019-02-01,Yummy Store,WA,98001,9128 Egestas Avenue,fruit,farmers market generic,food,5.0,10.0,2.0,159.0,5578310217237276,394
1149,Christopher Erickson,ChristopherErickson292@yahoo.com,Oregon City,79684,7141178894,Spain,2020-02-09,28636-6254,2020-07-29,The Corner Store,Washington,98000,8516 Amet St.,bread,single sliced,food,4.0,16.0,4.0,35.8,4018487366212820,555
842,Virgil Jackson,VirgilbJackson160@aol.com,Eugene,99030,7144079280,"Micronesia, Federated States of",2018-03-26,15079-7530,2020-06-12,Wholesome,California,98182,4942 Ac Rd.,coke,12 oz,beverage,1.25,1.25,1.0,85.00999999999998,4881153242375747,489
1099,Therese Lankford,Therese_Lankford996@gmail.com,Spokane,66222,4581754143,Thailand,2017-07-22,91893-9200,2019-06-17,Yummy Store,WA,98001,9128 Egestas Avenue,cereal,12 oz bag,food,4.0,4.0,1.0,147.8,5637501380685073,326
701,Ronald Tanner,Ronald_Tanner756@hotmail.com,Seattle,46752,3608587387,"Virgin Islands, British",2017-09-25,20964-9416,2020-08-17,Wholesome,California,98182,4942 Ac Rd.,green algae,,plants,2.0,2.0,1.0,4.95,4314777510101274,955
309,Christopher Erickson,ChristopherErickson292@yahoo.com,Oregon City,79684,7141178894,Spain,2020-02-09,65275-4302,2020-08-05,Healthy Treats,WA,91222,8390 Integer St,fern,has leaves,plants,25.0,50.0,2.0,80.2,5303560236327186,933
766,George Wilson,GeorgeWilson697@hotmail.com,Sacramento,74543,2066957028,Solomon Islands,2019-06-27,64953-6667,2019-11-15,Authentic Shoppe,OR,96587,5111 Penatibus Rd,green algae,,plants,2.0,4.0,2.0,70.0,5630805352470648,580
683,Scott March,ScottEMarch564@comcast.net,Seattle,47525,2138216778,Benin,2020-05-28,97465-6929,2019-03-09,Healthy Treats,WA,91222,8390 Integer St,seeds,misc plant seeds,plants,15.0,75.0,5.0,188.9,4078057347010788,831
276,Annette Smith,AnnetteJSmith224@msn.com,Sacramento,94182,4252814623,Azerbaijan,2019-10-25,66372-3977,2019-06-18,Wholesome,California,98182,4942 Ac Rd.,fern,has leaves,plants,25.0,25.0,1.0,60.5,5360324661777465,805
1164,Jayne Eliott,JayneEliott202@hotmail.com,Bellingham,46646,2135916711,Singapore,2017-02-12,39552-1762,2020-08-07,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,24 oz,beverage,2.95,14.75,5.0,22.55,5021041467447807,743
533,Frances Yu,FranceslYu578@yahoo.com,Oregon City,39719,5104363418,Australia,2019-07-27,31659-2380,2020-06-11,Wholesome,California,98182,4942 Ac Rd.,,,toiletries,10000.0,10000.0,1.0,10556.3,4638240346170363,580
260,Erica Johnson,Erica_Johnson544@msn.com,Eugene,44149,2532631717,"Congo, The Democratic Republic of the",2019-11-04,61184-6699,2019-08-11,Not Just Groceries,CA,97888,"1437 Sed, Av.",tissues,,toiletries,5.0,5.0,1.0,73.85,4873201360812802,601
220,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,15396-6726,2019-07-18,West Port Goods,WA,98788,"8052 Adipiscing, Street",water,24 oz,beverage,2.95,11.8,4.0,94.0,4520145084663368,182
429,Mabel Perry,MabelPerry675@yahoo.com,Bellingham,84106,5414809217,Central African Republic,2017-07-15,90043-7515,2020-05-25,Healthy Treats,WA,91222,8390 Integer St,fruit,farmers market generic,food,5.0,25.0,5.0,25.0,5745150810202145,514
1160,Anthony Brown,AnthonyQBrown856@comcast.net,Salem,42559,5096298783,Italy,2020-08-25,20503-4897,2020-05-02,The Corner Store,Washington,98000,8516 Amet St.,candy,variety pack,food,3.25,3.25,1.0,95.2,4611044805624656,415
931,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,79084-7249,2020-05-21,Yummy Store,WA,98001,9128 Egestas Avenue,cactus,a beautiful prickly,plants,10.0,30.0,3.0,443.7,5608803514872725,409
232,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,53084-1605,2020-08-02,West Port Goods,WA,98788,"8052 Adipiscing, Street",chips,generic chip,food,2.0,2.0,1.0,15.0,5887826434080870,252
881,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,12192-1876,2020-02-25,West Port Goods,WA,98788,"8052 Adipiscing, Street",sandwich,premade,food,12.44,49.76,4.0,84.36,5546521651007420,849
297,Ronald Rufenacht,RonaldfRufenacht446@msn.com,San Jose,88178,2537312096,Ireland,2019-12-22,30353-6786,2019-07-31,Authentic Shoppe,OR,96587,5111 Penatibus Rd,cactus,a beautiful prickly,plants,10.0,10.0,1.0,77.75,5835367606700133,445
60,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,46103-6238,2020-06-27,West Port Goods,WA,98788,"8052 Adipiscing, Street",seeds,misc plant seeds,plants,15.0,30.0,2.0,58.05,5534814551877720,812
1032,Erica Johnson,Erica_Johnson544@msn.com,Eugene,44149,2532631717,"Congo, The Democratic Republic of the",2019-11-04,17931-6319,2019-10-06,The Corner Store,Washington,98000,8516 Amet St.,coke,16 oz,beverage,2.95,2.95,1.0,42.95,5718167383361705,936
20,Pamela Bramer,Pamela_Bramer436@yahoo.com,Portland,72636,7148770144,French Polynesia,2018-08-16,77628-7533,2019-11-21,Yummy Store,WA,98001,9128 Egestas Avenue,fruit,farmers market generic,food,5.0,15.0,3.0,25.9,4407560450026345,402
1002,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,69202-2226,2019-07-03,The Corner Store,Washington,98000,8516 Amet St.,candy,variety pack,food,3.25,6.5,2.0,47.25,4270461515287351,479
1025,Robert Payne,RobertPayne803@msn.com,Bend,42939,2131409181,Saint Barthélemy,2019-06-29,51919-9826,2020-07-14,Not Just Groceries,CA,97888,"1437 Sed, Av.",tooth paste,,toiletries,2.3,6.9,3.0,371.8,5141584531588400,958
175,Robert Tipka,RobertzTipka799@aol.com,Oregon City,53242,5094188142,Cayman Islands,2018-09-19,46452-5877,2019-03-14,Healthy Treats,WA,91222,8390 Integer St,fruit,farmers market generic,food,5.0,10.0,2.0,224.75,5841788272657564,932
745,Diane Turner,DianeTurner328@msn.com,Sacramento,39536,2091374990,Guernsey,2019-12-15,10424-6732,2020-04-19,The Full Cart,Oregon,93455,5342 Ligula. Ave,peace lily,white pedal,plants,100.0,200.0,2.0,314.6,5308440644263226,336
986,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,50596-3482,2020-06-06,Healthy Treats,WA,91222,8390 Integer St,cactus,a beautiful prickly,plants,10.0,50.0,5.0,92.0,5817216368387586,551
937,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,88238-8468,2019-10-08,The Full Cart,Oregon,93455,5342 Ligula. Ave,green algae,,plants,2.0,4.0,2.0,14.0,4151301432120304,398
714,Lester Buford,Lester-Buford629@aol.com,Portland,95853,3605095034,Croatia,2017-07-22,89718-7263,2020-08-09,The Corner Store,Washington,98000,8516 Amet St.,peace lily,white pedal,plants,100.0,300.0,3.0,319.0,4812876461827570,484
1110,Carla Shepard,CarlaShepard419@aol.com,Bellingham,37039,7147618254,Benin,2017-02-06,87446-8256,2020-09-01,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,75.0,5.0,50097.44,5752628668470076,616
382,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,99241-4629,2019-02-22,Not Just Groceries,CA,97888,"1437 Sed, Av.",coke,12 oz,beverage,1.25,6.25,5.0,81.05999999999997,4552651388451787,350
565,Mellisa Fischer,MellisaRFischer206@gmail.com,Los Angeles,64421,4253301279,Austria,2020-06-22,59903-4627,2020-02-10,Authentic Shoppe,OR,96587,5111 Penatibus Rd,candy,variety pack,food,3.25,13.0,4.0,76.09,5423516386367176,501
532,Frances Yu,FranceslYu578@yahoo.com,Oregon City,39719,5104363418,Australia,2019-07-27,31659-2380,2020-06-11,Wholesome,California,98182,4942 Ac Rd.,tissues,,toiletries,5.0,25.0,5.0,10556.3,4638240346170363,580
69,Brandy Iorio,Brandy_Iorio34@gmail.com,Salem,71436,7143692789,Cocos (Keeling) Islands,2020-08-29,26499-5765,2020-07-04,Healthy Treats,WA,91222,8390 Integer St,peace lily,white pedal,plants,100.0,500.0,5.0,521.55,5535030351558256,482
1076,Melissa Burgos,Melissa-Burgos386@comcast.net,Tacoma,41877,5411269040,Bahamas,2020-01-10,18200-4063,2019-06-11,Not Just Groceries,CA,97888,"1437 Sed, Av.",,,toiletries,10000.0,30000.0,3.0,30091.4,5548416815015062,442
142,Craig Otoole,CraigOtoole12@comcast.net,Bellingham,73377,2091389550,Belgium,2017-09-17,26490-4613,2019-08-22,West Port Goods,WA,98788,"8052 Adipiscing, Street",sandwich,premade,food,12.44,49.76,4.0,58.76,5430355664821151,109
969,Jennifer Rodriguez,JenniferhRodriguez773@yahoo.com,Medford,60665,2067233744,Martinique,2017-05-04,33115-3416,2019-04-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",chips,generic chip,food,2.0,2.0,1.0,40092.25,4324141235836712,797
51,Mary Wright,MaryWright964@yahoo.com,Eugene,47296,2134498897,Cuba,2017-02-01,66762-8468,2019-01-27,Authentic Shoppe,OR,96587,5111 Penatibus Rd,tooth paste,,toiletries,2.3,6.9,3.0,21.65,4685104348620151,868
204,Andrea Moorhead,AndreaMoorhead646@yahoo.com,Bend,58821,7075817620,Gambia,2020-08-06,41605-4000,2019-07-17,Not Just Groceries,CA,97888,"1437 Sed, Av.",,,toiletries,10000.0,40000.0,4.0,40000.0,4778237231244180,874
694,Ronald Tanner,Ronald_Tanner756@hotmail.com,Seattle,46752,3608587387,"Virgin Islands, British",2017-09-25,11431-9866,2019-06-09,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,12 oz,beverage,1.25,5.0,4.0,68.75,5262662004665268,990
422,Lori Gill,Lori-Gill852@comcast.net,Oregon City,50535,5095780443,China,2019-02-23,72486-5990,2019-12-27,Authentic Shoppe,OR,96587,5111 Penatibus Rd,tooth paste,,toiletries,2.3,9.2,4.0,59.1,4600642040163364,407
157,Michael Shepherd,MichaelyShepherd55@msn.com,Sacramento,65403,4587816189,Andorra,2020-08-02,66663-9400,2019-10-07,Authentic Shoppe,OR,96587,5111 Penatibus Rd,cactus,a beautiful prickly,plants,10.0,20.0,2.0,85.0,4647271306337230,389
785,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,95256-5174,2019-05-03,Healthy Treats,WA,91222,8390 Integer St,water,4 oz,beverage,0.95,2.85,3.0,18.55,4635814123274064,191
354,Harry Hayward,Harry-Hayward322@hotmail.com,Olympia,66396,2067812937,Oman,2018-04-22,12264-5518,2019-08-25,The Corner Store,Washington,98000,8516 Amet St.,water,4 oz,beverage,0.95,2.85,3.0,72.35999999999999,4713546186107520,697
661,Terri Lopez,Terri-Lopez916@comcast.net,Medford,48103,2535065633,Japan,2019-10-09,21125-2361,2020-06-12,Yummy Store,WA,98001,9128 Egestas Avenue,green algae,,plants,2.0,10.0,5.0,40047.45,5066567021011617,467
909,Andrea Moorhead,AndreaMoorhead646@yahoo.com,Bend,58821,7075817620,Gambia,2020-08-06,27366-9321,2020-05-20,Not Just Groceries,CA,97888,"1437 Sed, Av.",fern,has leaves,plants,25.0,75.0,3.0,106.9,4248812447875842,135
414,Lori Gill,Lori-Gill852@comcast.net,Oregon City,50535,5095780443,China,2019-02-23,26958-5248,2019-11-10,The Corner Store,Washington,98000,8516 Amet St.,chips,generic chip,food,2.0,2.0,1.0,49.19,5435500472841052,598
186,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,72935-9391,2020-01-08,The Full Cart,Oregon,93455,5342 Ligula. Ave,cereal,12 oz bag,food,4.0,16.0,4.0,142.25,4776342205452111,574
1146,Christopher Erickson,ChristopherErickson292@yahoo.com,Oregon City,79684,7141178894,Spain,2020-02-09,28636-6254,2020-07-29,The Corner Store,Washington,98000,8516 Amet St.,fruit,farmers market generic,food,5.0,10.0,2.0,35.8,4018487366212820,555
1125,Ronald Rufenacht,RonaldfRufenacht446@msn.com,San Jose,88178,2537312096,Ireland,2019-12-22,85863-7340,2019-05-31,Authentic Shoppe,OR,96587,5111 Penatibus Rd,cereal,12 oz bag,food,4.0,8.0,2.0,208.0,4455834782701488,222
94,Cathy Woods,CathyWoods218@gmail.com,Portland,62489,7147894444,Bangladesh,2018-10-20,92240-6346,2020-04-03,The Corner Store,Washington,98000,8516 Amet St.,seeds,misc plant seeds,plants,15.0,60.0,4.0,101.0,5251317742748724,939
681,Scott March,ScottEMarch564@comcast.net,Seattle,47525,2138216778,Benin,2020-05-28,97465-6929,2019-03-09,Healthy Treats,WA,91222,8390 Integer St,peace lily,white pedal,plants,100.0,100.0,1.0,188.9,4078057347010788,831
32,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,37473-8757,2020-05-01,Authentic Shoppe,OR,96587,5111 Penatibus Rd,green algae,,plants,2.0,10.0,5.0,71.25,4573685221710651,296
278,Mary Koch,Mary_Koch175@gmail.com,Tacoma,70130,7071070466,India,2020-05-15,10133-1904,2020-03-11,West Port Goods,WA,98788,"8052 Adipiscing, Street",tooth paste,,toiletries,2.3,11.5,5.0,11.5,5876866158351606,852
134,Earl Tenneson,Earl-Tenneson195@hotmail.com,Seattle,80930,7072030503,Saint Kitts and Nevis,2020-01-02,60074-5535,2020-06-21,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,16 oz,beverage,2.95,14.75,5.0,34.45,4347254475845858,501
600,Cathy Woods,CathyWoods218@gmail.com,Portland,62489,7147894444,Bangladesh,2018-10-20,62277-1038,2020-03-09,Not Just Groceries,CA,97888,"1437 Sed, Av.",coke,16 oz,beverage,2.95,11.8,4.0,30040.2,5260531875040203,748
1001,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,81264-5078,2020-01-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,4 oz,beverage,0.95,2.85,3.0,431.15,5626623055211857,715
859,Sandra Emmert,Sandra_Emmert456@hotmail.com,Bellingham,51141,5094683282,Sao Tome and Principe,2020-03-29,52436-5696,2019-11-23,Healthy Treats,WA,91222,8390 Integer St,cereal,12 oz bag,food,4.0,20.0,5.0,26.25,5331368026183384,685
518,Brandy Iorio,Brandy_Iorio34@gmail.com,Salem,71436,7143692789,Cocos (Keeling) Islands,2020-08-29,52521-3812,2019-02-12,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,75.0,5.0,94.8,4770883605647326,566
409,Michael Riley,MichaelkRiley979@comcast.net,San Jose,92741,7077017509,Somalia,2019-10-06,42569-6416,2019-10-17,Authentic Shoppe,OR,96587,5111 Penatibus Rd,water,4 oz,beverage,0.95,4.75,5.0,39.75,4161714285183143,998
8,Roberto Cordero,Roberto_Cordero935@aol.com,Medford,55098,2097116267,"Congo, The Democratic Republic of the",2020-04-23,29240-2284,2020-03-09,Yummy Store,WA,98001,9128 Egestas Avenue,chips,generic chip,food,2.0,6.0,3.0,40231.0,5760582264872818,141
510,Ann Child,Ann-Child12@gmail.com,Seattle,82094,7073911159,Ukraine,2017-03-19,77073-1280,2019-09-10,West Port Goods,WA,98788,"8052 Adipiscing, Street",fern,has leaves,plants,25.0,75.0,3.0,85.95,4530670315372121,759
49,Greg Johnson,Greg-Johnson571@hotmail.com,Los Angeles,61959,2539633800,Guinea,2019-04-14,50744-6276,2019-10-12,Wholesome,California,98182,4942 Ac Rd.,green algae,,plants,2.0,4.0,2.0,13.75,4232203210003886,605
1087,Nancy Colon,NancyColon980@aol.com,San Francisco,88212,4258071489,Holy See (Vatican City State),2018-06-21,63775-8653,2020-07-27,Authentic Shoppe,OR,96587,5111 Penatibus Rd,cereal,12 oz bag,food,4.0,8.0,2.0,84.9,5452714566004643,282
50,Greg Johnson,Greg-Johnson571@hotmail.com,Los Angeles,61959,2539633800,Guinea,2019-04-14,50744-6276,2019-10-12,Wholesome,California,98182,4942 Ac Rd.,water,6 oz,beverage,1.95,9.75,5.0,13.75,4232203210003886,605
693,Ronald Tanner,Ronald_Tanner756@hotmail.com,Seattle,46752,3608587387,"Virgin Islands, British",2017-09-25,11431-9866,2019-06-09,West Port Goods,WA,98788,"8052 Adipiscing, Street",tissues,,toiletries,5.0,20.0,4.0,68.75,5262662004665268,990
632,Sharee Mcdaniel,Sharee-Mcdaniel368@aol.com,Bellingham,46937,7148599814,Pitcairn,2018-08-30,92123-7571,2020-02-27,Authentic Shoppe,OR,96587,5111 Penatibus Rd,chips,generic chip,food,2.0,8.0,4.0,138.9,5836332053802360,595
89,Mark Ward,MarktWard616@yahoo.com,Sacramento,73646,2067260077,French Southern Territories,2019-08-02,91860-9404,2020-04-09,Authentic Shoppe,OR,96587,5111 Penatibus Rd,chips,generic chip,food,2.0,8.0,4.0,16.0,5526111365577105,882
163,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,77819-8888,2020-01-10,The Full Cart,Oregon,93455,5342 Ligula. Ave,sandwich,premade,food,12.44,49.76,4.0,78.25999999999998,4130365101287364,313
283,Nancy Colon,NancyColon980@aol.com,San Francisco,88212,4258071489,Holy See (Vatican City State),2018-06-21,21107-6895,2020-02-24,The Full Cart,Oregon,93455,5342 Ligula. Ave,tooth paste,,toiletries,2.3,6.9,3.0,10062.77,4286472251182304,877
82,George Lagasse,George-Lagasse930@aol.com,Bellingham,40744,5413865891,Indonesia,2018-10-21,80616-6258,2020-01-02,West Port Goods,WA,98788,"8052 Adipiscing, Street",bread,single sliced,food,4.0,12.0,3.0,178.0,4874783741344474,909
70,Brandy Iorio,Brandy_Iorio34@gmail.com,Salem,71436,7143692789,Cocos (Keeling) Islands,2020-08-29,26499-5765,2020-07-04,Healthy Treats,WA,91222,8390 Integer St,water,24 oz,beverage,2.95,8.850000000000003,3.0,521.55,5535030351558256,482
757,George Wilson,GeorgeWilson697@hotmail.com,Sacramento,74543,2066957028,Solomon Islands,2019-06-27,59371-3957,2020-02-01,The Corner Store,Washington,98000,8516 Amet St.,coke,24 oz,beverage,4.5,13.5,3.0,157.89999999999995,5063825060484453,754
1105,Therese Lankford,Therese_Lankford996@gmail.com,Spokane,66222,4581754143,Thailand,2017-07-22,15466-2290,2019-06-24,Yummy Store,WA,98001,9128 Egestas Avenue,fruit,farmers market generic,food,5.0,5.0,1.0,32.75,5186470443027331,305
